Gene ID,HMMER,Hotpep,DIAMOND,#ofTools,genome_name
NODE_5_length_168302_cov_8.954036_7,-,CBM5(68),-,1,CM1_51A_S205
NODE_5_length_168302_cov_8.954036_82,-,CBM6(53),-,1,CM1_51A_S205
NODE_1_length_197370_cov_7.238381_17,-,-,GH28,1,CM1_51A_S205
NODE_1_length_197370_cov_7.238381_22,-,-,GH13,1,CM1_51A_S205
NODE_1_length_197370_cov_7.238381_75,-,-,GT4,1,CM1_51A_S205
NODE_1_length_197370_cov_7.238381_80,-,-,GT83,1,CM1_51A_S205
NODE_1_length_197370_cov_7.238381_107,-,-,GT47,1,CM1_51A_S205
NODE_1_length_197370_cov_7.238381_125,-,-,GH1,1,CM1_51A_S205
NODE_2_length_188432_cov_10.576878_7,-,-,GH1,1,CM1_51A_S205
NODE_2_length_188432_cov_10.576878_70,-,-,CBM50,1,CM1_51A_S205
NODE_2_length_188432_cov_10.576878_142,-,-,CBM48+GH13_9,1,CM1_51A_S205
NODE_3_length_182978_cov_11.672903_24,-,-,GH13,1,CM1_51A_S205
NODE_3_length_182978_cov_11.672903_63,-,-,GH4,1,CM1_51A_S205
NODE_3_length_182978_cov_11.672903_68,-,-,GH84,1,CM1_51A_S205
NODE_3_length_182978_cov_11.672903_142,-,-,GT58,1,CM1_51A_S205
NODE_3_length_182978_cov_11.672903_172,-,-,GH13_11,1,CM1_51A_S205
NODE_5_length_168302_cov_8.954036_41,-,-,CBM32,1,CM1_51A_S205
NODE_6_length_163320_cov_9.321852_125,-,-,GH23,1,CM1_51A_S205
NODE_6_length_163320_cov_9.321852_146,-,-,GH23,1,CM1_51A_S205
NODE_7_length_159694_cov_11.176051_37,-,-,GT4,1,CM1_51A_S205
NODE_7_length_159694_cov_11.176051_38,-,-,GT4,1,CM1_51A_S205
NODE_7_length_159694_cov_11.176051_42,-,-,GT0,1,CM1_51A_S205
NODE_7_length_159694_cov_11.176051_52,-,-,GT0,1,CM1_51A_S205
NODE_7_length_159694_cov_11.176051_71,-,-,GH3,1,CM1_51A_S205
NODE_7_length_159694_cov_11.176051_89,-,-,GH23,1,CM1_51A_S205
NODE_13_length_120258_cov_8.584970_32,-,-,GH92,1,CM1_51A_S205
NODE_14_length_119952_cov_10.169681_41,-,-,GH23,1,CM1_51A_S205
NODE_15_length_101301_cov_10.325489_29,-,-,GT2,1,CM1_51A_S205
NODE_15_length_101301_cov_10.325489_33,-,-,GH25,1,CM1_51A_S205
NODE_16_length_99563_cov_9.609508_34,-,-,GT2,1,CM1_51A_S205
NODE_16_length_99563_cov_9.609508_49,-,-,CBM50,1,CM1_51A_S205
NODE_17_length_96347_cov_6.938755_29,-,-,GH13_30,1,CM1_51A_S205
NODE_17_length_96347_cov_6.938755_82,-,-,GT2,1,CM1_51A_S205
NODE_18_length_90927_cov_9.245804_64,-,-,GH1,1,CM1_51A_S205
NODE_20_length_88795_cov_8.887400_41,-,-,GH152,1,CM1_51A_S205
NODE_21_length_85887_cov_7.924499_75,-,-,GH5_11,1,CM1_51A_S205
NODE_22_length_83327_cov_8.664627_58,-,-,GT2,1,CM1_51A_S205
NODE_22_length_83327_cov_8.664627_84,-,-,GT4,1,CM1_51A_S205
NODE_24_length_81591_cov_11.591881_25,-,-,GT2,1,CM1_51A_S205
NODE_24_length_81591_cov_11.591881_36,-,-,GH13_29,1,CM1_51A_S205
NODE_25_length_72787_cov_8.453441_49,-,-,GH73,1,CM1_51A_S205
NODE_25_length_72787_cov_8.453441_51,-,-,CBM50,1,CM1_51A_S205
NODE_26_length_71430_cov_9.559948_20,-,-,CBM50+GH25,1,CM1_51A_S205
NODE_26_length_71430_cov_9.559948_49,-,-,GH23,1,CM1_51A_S205
NODE_27_length_70838_cov_8.578892_32,-,-,GT1,1,CM1_51A_S205
NODE_27_length_70838_cov_8.578892_62,-,-,CBM50,1,CM1_51A_S205
NODE_30_length_59361_cov_7.692373_7,-,-,GH23,1,CM1_51A_S205
NODE_33_length_53614_cov_9.299606_30,-,-,GT30,1,CM1_51A_S205
NODE_34_length_53294_cov_9.420825_41,-,-,GH130,1,CM1_51A_S205
NODE_36_length_49678_cov_12.593590_16,-,-,GH13_31,1,CM1_51A_S205
NODE_36_length_49678_cov_12.593590_18,-,-,GH13_23,1,CM1_51A_S205
NODE_39_length_44202_cov_10.452592_22,-,-,CBM50,1,CM1_51A_S205
NODE_50_length_23400_cov_10.496584_13,-,-,GH13_31,1,CM1_51A_S205
NODE_55_length_21487_cov_7.052809_21,-,-,GH28,1,CM1_51A_S205
NODE_55_length_21487_cov_7.052809_24,-,-,GH13,1,CM1_51A_S205
NODE_56_length_21212_cov_6.637657_10,-,-,GT2,1,CM1_51A_S205
NODE_77_length_8853_cov_9.404080_3,-,-,GH38,1,CM1_51A_S205
NODE_10_length_135919_cov_11.744109_134,GH109(1-135),-,-,1,CM1_51B_S206
NODE_10_length_135919_cov_11.744109_142,GH1(6-478),GH1(7),GH1,3,CM1_51B_S206
NODE_10_length_135919_cov_11.744109_144,GH1(1-476),GH1(57),GH1,3,CM1_51B_S206
NODE_10_length_135919_cov_11.744109_21,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,CM1_51B_S206
NODE_11_length_120445_cov_8.874009_76,CE4(91-224),-,-,1,CM1_51B_S206
NODE_14_length_101301_cov_10.341076_39,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,CM1_51B_S206
NODE_14_length_101301_cov_10.341076_41,GT35(96-799),GT35(1),GT35,3,CM1_51B_S206
NODE_14_length_101301_cov_10.341076_43,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,CM1_51B_S206
NODE_14_length_101301_cov_10.341076_48,GT2_Glycos_transf_2(36-199),GT2(83)+GT4(135)+GT8(43),GT2,3,CM1_51B_S206
NODE_14_length_101301_cov_10.341076_49,GT2_Glycos_transf_2(8-160),GT2(115)+GT4(135),GT2,3,CM1_51B_S206
NODE_14_length_101301_cov_10.341076_57,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,CM1_51B_S206
NODE_14_length_101301_cov_10.341076_83,GH25(113-303),GH25(33),GH25,3,CM1_51B_S206
NODE_15_length_99576_cov_9.823427_88,CE9(4-375),CE9(43),CE9,3,CM1_51B_S206
NODE_17_length_90978_cov_8.892461_45,GT4(228-370),-,GT4,2,CM1_51B_S206
NODE_17_length_90978_cov_8.892461_46,GT4(186-333),-,GT4,2,CM1_51B_S206
NODE_17_length_90978_cov_8.892461_55,CE4(222-356),-,-,1,CM1_51B_S206
NODE_18_length_90927_cov_9.472148_24,GH1(9-488),GH1(45),GH1,3,CM1_51B_S206
NODE_18_length_90927_cov_9.472148_56,CBM66(237-391)+GH32(524-831)+CBM66(1094-1257),GH32(3)+CBM38(1)+CBM66(1),CBM66+GH32,3,CM1_51B_S206
NODE_18_length_90927_cov_9.472148_59,GH170(3-359),-,GH170,2,CM1_51B_S206
NODE_19_length_90102_cov_8.452826_12,GH25(6-181),GH25(88),GH25,3,CM1_51B_S206
NODE_19_length_90102_cov_8.452826_30,GT4(207-351),GT4(55),GT4,3,CM1_51B_S206
NODE_19_length_90102_cov_8.452826_32,GT4(164-312),GT4(42),GT4,3,CM1_51B_S206
NODE_19_length_90102_cov_8.452826_40,CE4(235-362),-,CE4,2,CM1_51B_S206
NODE_20_length_89691_cov_9.825812_19,GH1(6-257),GH1(48),-,2,CM1_51B_S206
NODE_20_length_89691_cov_9.825812_61,GT14(3-256),-,GT0,2,CM1_51B_S206
NODE_21_length_88795_cov_9.462670_10,GH13_20(34-324),GH13(61),GH13,3,CM1_51B_S206
NODE_21_length_88795_cov_9.462670_64,GH1(1-476),GH1(1),GH1,3,CM1_51B_S206
NODE_25_length_81591_cov_11.927232_19,GH1(7-480),GH1(2),GH1,3,CM1_51B_S206
NODE_25_length_81591_cov_11.927232_46,CE4(44-150),CE4(84),CE4,3,CM1_51B_S206
NODE_25_length_81591_cov_11.927232_51,GH13_29(25-368),GH13(3),GH13_29,3,CM1_51B_S206
NODE_25_length_81591_cov_11.927232_75,GH1(7-477),GH1(11),GH1,3,CM1_51B_S206
NODE_26_length_72787_cov_8.858891_23,GH112(6-720),GH112(1),GH112,3,CM1_51B_S206
NODE_26_length_72787_cov_8.858891_63,CE4(241-356),CE4(67),CE4,3,CM1_51B_S206
NODE_27_length_72079_cov_9.891594_32,GH1(7-467),GH1(66),GH1,3,CM1_51B_S206
NODE_29_length_70838_cov_8.576671_17,GH4(7-187),GH4(1),GH4,3,CM1_51B_S206
NODE_29_length_70838_cov_8.576671_2,GH73(288-404),-,GH73,2,CM1_51B_S206
NODE_29_length_70838_cov_8.576671_50,GH1(3-458),GH1(1),GH1,3,CM1_51B_S206
NODE_29_length_70838_cov_8.576671_64,CE6(54-145),CE6(2),CE0,3,CM1_51B_S206
NODE_2_length_188362_cov_10.472176_124,GH1(3-466),GH1(19),GH1,3,CM1_51B_S206
NODE_2_length_188362_cov_10.472176_37,GT5(3-475),GT5(26),GT5,3,CM1_51B_S206
NODE_31_length_64812_cov_9.727897_35,GH32(9-308),GH32(38)+CBM38(7),GH32,3,CM1_51B_S206
NODE_32_length_59128_cov_9.387112_24,GH112(6-717),GH112(1),GH112,3,CM1_51B_S206
NODE_33_length_59063_cov_7.705613_25,CE1(14-249),-,-,1,CM1_51B_S206
NODE_33_length_59063_cov_7.705613_46,GH109(2-165),-,-,1,CM1_51B_S206
NODE_33_length_59063_cov_7.705613_7,GT51(45-213),GT51(58),GT51,3,CM1_51B_S206
NODE_34_length_54215_cov_11.645319_13,GH1(3-471),-,GH1,2,CM1_51B_S206
NODE_35_length_53489_cov_9.452719_1,CE4(240-369),CE4(67),CE4,3,CM1_51B_S206
NODE_35_length_53489_cov_9.452719_12,CE9(6-369),CE9(63),CE9,3,CM1_51B_S206
NODE_35_length_53489_cov_9.452719_15,GH4(4-181),GH4(14),GH4,3,CM1_51B_S206
NODE_3_length_184068_cov_8.738911_149,GT28(189-344),GT28(25),GT28,3,CM1_51B_S206
NODE_41_length_43779_cov_10.167713_43,GH1(5-480),GH1(11),GH1,3,CM1_51B_S206
NODE_42_length_43432_cov_11.745503_11,GH109(2-174),-,-,1,CM1_51B_S206
NODE_42_length_43432_cov_11.745503_16,GT4(195-335),-,GT4,2,CM1_51B_S206
NODE_45_length_40363_cov_12.478999_5,GH38(5-277),-,GH38,2,CM1_51B_S206
NODE_49_length_28180_cov_12.508181_1,GT4(226-375),-,GT4,2,CM1_51B_S206
NODE_49_length_28180_cov_12.508181_4,GT2_Glycos_transf_2(7-120),-,GT2,2,CM1_51B_S206
NODE_49_length_28180_cov_12.508181_9,GT2_Glycos_transf_2(7-138),-,GT2,2,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_10,GH170(3-340),-,GH170,2,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_110,GT51(50-221),GT51(13),GT51,3,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_113,CE9(6-365),-,CE9,2,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_62,GH4(6-183),GH4(2),GH4,3,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_88,GH43_24(22-267),GH43(91),GH43_24,3,CM1_51B_S206
NODE_51_length_23729_cov_8.435811_10,CE4(243-359),CE4(93),CE4,3,CM1_51B_S206
NODE_51_length_23729_cov_8.435811_12,CE1(83-248),-,-,1,CM1_51B_S206
NODE_5_length_177297_cov_7.910899_104,GH1(5-486),GH1(1),GH1,3,CM1_51B_S206
NODE_5_length_177297_cov_7.910899_166,GH1(2-470),GH1(1),GH1,3,CM1_51B_S206
NODE_5_length_177297_cov_7.910899_2,GT51(73-270),-,GT51,2,CM1_51B_S206
NODE_5_length_177297_cov_7.910899_4,GT51(309-503),-,GT51,2,CM1_51B_S206
NODE_60_length_18526_cov_11.488668_11,GH38(3-254),GH38(10),GH38,3,CM1_51B_S206
NODE_60_length_18526_cov_11.488668_13,GH1(3-456),GH1(6),GH1,3,CM1_51B_S206
NODE_64_length_15536_cov_8.727432_13,GH77(9-469),GH77(5),GH77,3,CM1_51B_S206
NODE_64_length_15536_cov_8.727432_14,GT35(81-751),GT35(1),GT35,3,CM1_51B_S206
NODE_6_length_163320_cov_9.349745_7,GH109(1-149),-,-,1,CM1_51B_S206
NODE_6_length_163320_cov_9.349745_81,GH1(3-459),-,GH1,2,CM1_51B_S206
NODE_7_length_146497_cov_11.801312_25,GH73(287-401),GH73(56),GH73,3,CM1_51B_S206
NODE_8_length_140294_cov_12.573416_116,GH1(4-483),GH1(11),GH1,3,CM1_51B_S206
NODE_8_length_140294_cov_12.573416_26,GH1(2-486),GH1(1),GH1,3,CM1_51B_S206
NODE_8_length_140294_cov_12.573416_28,GH1(2-391),-,GH1,2,CM1_51B_S206
NODE_8_length_140294_cov_12.573416_72,GH1(2-458),GH1(11),GH1,3,CM1_51B_S206
NODE_9_length_138520_cov_10.651073_131,GH1(7-473),GH1(11),GH1,3,CM1_51B_S206
NODE_9_length_138520_cov_10.651073_7,-,GH0(66),-,1,CM1_51B_S206
NODE_34_length_54215_cov_11.645319_49,-,GH23(34),GH23,2,CM1_51B_S206
NODE_24_length_83126_cov_12.922505_88,-,GH23(34),GH23,2,CM1_51B_S206
NODE_70_length_13399_cov_10.456073_10,-,GH23(34),GH23,2,CM1_51B_S206
NODE_53_length_23129_cov_8.540127_14,-,GH23(34),GH23,2,CM1_51B_S206
NODE_43_length_42638_cov_9.008116_14,-,GH23(34),GH23,2,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_111,-,GH23(192),-,1,CM1_51B_S206
NODE_31_length_64812_cov_9.727897_36,-,GH32(46),-,1,CM1_51B_S206
NODE_22_length_85887_cov_8.040917_56,-,GH38(8),-,1,CM1_51B_S206
NODE_66_length_14993_cov_10.309902_14,-,CBM5(68),-,1,CM1_51B_S206
NODE_3_length_184068_cov_8.738911_168,-,CBM5(68),-,1,CM1_51B_S206
NODE_3_length_184068_cov_8.738911_93,-,CBM6(53),-,1,CM1_51B_S206
NODE_1_length_197188_cov_7.385632_80,-,-,GH1,1,CM1_51B_S206
NODE_1_length_197188_cov_7.385632_98,-,-,GT47,1,CM1_51B_S206
NODE_1_length_197188_cov_7.385632_125,-,-,GT83,1,CM1_51B_S206
NODE_1_length_197188_cov_7.385632_130,-,-,GT4,1,CM1_51B_S206
NODE_1_length_197188_cov_7.385632_183,-,-,GH13,1,CM1_51B_S206
NODE_1_length_197188_cov_7.385632_188,-,-,GH28,1,CM1_51B_S206
NODE_2_length_188362_cov_10.472176_35,-,-,CBM48+GH13_9,1,CM1_51B_S206
NODE_2_length_188362_cov_10.472176_107,-,-,CBM50,1,CM1_51B_S206
NODE_2_length_188362_cov_10.472176_170,-,-,GH1,1,CM1_51B_S206
NODE_3_length_184068_cov_8.738911_134,-,-,CBM32,1,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_24,-,-,GH13,1,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_63,-,-,GH4,1,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_68,-,-,GH84,1,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_142,-,-,GT58,1,CM1_51B_S206
NODE_4_length_182973_cov_11.758081_172,-,-,GH13_11,1,CM1_51B_S206
NODE_6_length_163320_cov_9.349745_125,-,-,GH23,1,CM1_51B_S206
NODE_6_length_163320_cov_9.349745_146,-,-,GH23,1,CM1_51B_S206
NODE_11_length_120445_cov_8.874009_32,-,-,GH92,1,CM1_51B_S206
NODE_12_length_119952_cov_10.379954_79,-,-,GH23,1,CM1_51B_S206
NODE_13_length_109993_cov_11.793703_3,-,-,GT0,1,CM1_51B_S206
NODE_13_length_109993_cov_11.793703_22,-,-,GH3,1,CM1_51B_S206
NODE_13_length_109993_cov_11.793703_40,-,-,GH23,1,CM1_51B_S206
NODE_14_length_101301_cov_10.341076_54,-,-,GH25,1,CM1_51B_S206
NODE_14_length_101301_cov_10.341076_58,-,-,GT2,1,CM1_51B_S206
NODE_15_length_99576_cov_9.823427_45,-,-,CBM50,1,CM1_51B_S206
NODE_15_length_99576_cov_9.823427_60,-,-,GT2,1,CM1_51B_S206
NODE_16_length_96347_cov_7.009312_14,-,-,GT2,1,CM1_51B_S206
NODE_16_length_96347_cov_7.009312_67,-,-,GH13_30,1,CM1_51B_S206
NODE_17_length_90978_cov_8.892461_7,-,-,GT4,1,CM1_51B_S206
NODE_17_length_90978_cov_8.892461_33,-,-,GT2,1,CM1_51B_S206
NODE_18_length_90927_cov_9.472148_64,-,-,GH1,1,CM1_51B_S206
NODE_21_length_88795_cov_9.462670_41,-,-,GH152,1,CM1_51B_S206
NODE_22_length_85887_cov_8.040917_75,-,-,GH5_11,1,CM1_51B_S206
NODE_25_length_81591_cov_11.927232_50,-,-,GH13_29,1,CM1_51B_S206
NODE_25_length_81591_cov_11.927232_61,-,-,GT2,1,CM1_51B_S206
NODE_26_length_72787_cov_8.858891_49,-,-,GH73,1,CM1_51B_S206
NODE_26_length_72787_cov_8.858891_51,-,-,CBM50,1,CM1_51B_S206
NODE_28_length_71688_cov_9.999497_20,-,-,CBM50+GH25,1,CM1_51B_S206
NODE_28_length_71688_cov_9.999497_49,-,-,GH23,1,CM1_51B_S206
NODE_29_length_70838_cov_8.576671_7,-,-,CBM50,1,CM1_51B_S206
NODE_29_length_70838_cov_8.576671_37,-,-,GT1,1,CM1_51B_S206
NODE_33_length_59063_cov_7.705613_52,-,-,GH23,1,CM1_51B_S206
NODE_35_length_53489_cov_9.452719_30,-,-,GT30,1,CM1_51B_S206
NODE_36_length_53294_cov_9.589068_41,-,-,GH130,1,CM1_51B_S206
NODE_37_length_49678_cov_12.749733_16,-,-,GH13_31,1,CM1_51B_S206
NODE_37_length_49678_cov_12.749733_18,-,-,GH13_23,1,CM1_51B_S206
NODE_41_length_43779_cov_10.167713_21,-,-,CBM50,1,CM1_51B_S206
NODE_42_length_43432_cov_11.745503_10,-,-,GT0,1,CM1_51B_S206
NODE_42_length_43432_cov_11.745503_14,-,-,GT4,1,CM1_51B_S206
NODE_42_length_43432_cov_11.745503_15,-,-,GT4,1,CM1_51B_S206
NODE_52_length_23720_cov_10.898063_21,-,-,GH13_31,1,CM1_51B_S206
NODE_54_length_21487_cov_7.329026_1,-,-,GH13,1,CM1_51B_S206
NODE_54_length_21487_cov_7.329026_4,-,-,GH28,1,CM1_51B_S206
NODE_56_length_21077_cov_6.688401_11,-,-,GT2,1,CM1_51B_S206
NODE_77_length_8853_cov_9.599358_3,-,-,GH38,1,CM1_51B_S206
NODE_10_length_138520_cov_9.159286_1,GH1(7-473),GH1(11),GH1,3,CM1_51C_S207
NODE_11_length_135919_cov_9.809252_13,GH1(1-476),GH1(57),GH1,3,CM1_51C_S207
NODE_11_length_135919_cov_9.809252_136,GT2_Glycos_transf_2(5-150),GT2(193),GT2,3,CM1_51C_S207
NODE_11_length_135919_cov_9.809252_15,GH1(6-478),GH1(7),GH1,3,CM1_51C_S207
NODE_11_length_135919_cov_9.809252_23,GH109(1-135),-,-,1,CM1_51C_S207
NODE_12_length_133009_cov_6.990465_26,GT28(189-344),GT28(25),GT28,3,CM1_51C_S207
NODE_13_length_120258_cov_7.564459_45,CE4(91-224),-,-,1,CM1_51C_S207
NODE_15_length_101301_cov_8.864718_30,CBM48(21-104)+GH13_9(172-459),GH13(20)+CBM48(6),CBM48+GH13_9,3,CM1_51C_S207
NODE_15_length_101301_cov_8.864718_38,GT2_Glycos_transf_2(8-160),GT2(115)+GT4(135),GT2,3,CM1_51C_S207
NODE_15_length_101301_cov_8.864718_39,GT2_Glycos_transf_2(36-199),GT2(83)+GT4(135)+GT8(43),GT2,3,CM1_51C_S207
NODE_15_length_101301_cov_8.864718_4,GH25(113-303),GH25(33),GH25,3,CM1_51C_S207
NODE_15_length_101301_cov_8.864718_44,GT2_Glycos_transf_2(4-145),GT2(18),GT2,3,CM1_51C_S207
NODE_15_length_101301_cov_8.864718_46,GT35(96-799),GT35(1),GT35,3,CM1_51C_S207
NODE_15_length_101301_cov_8.864718_48,GH13_14(259-573),GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1),CBM48+GH13_14,3,CM1_51C_S207
NODE_16_length_99579_cov_8.274836_7,CE9(4-375),CE9(43),CE9,3,CM1_51C_S207
NODE_19_length_90979_cov_7.528090_45,GT4(228-370),-,GT4,2,CM1_51C_S207
NODE_19_length_90979_cov_7.528090_46,GT4(186-333),-,GT4,2,CM1_51C_S207
NODE_19_length_90979_cov_7.528090_55,CE4(222-356),-,-,1,CM1_51C_S207
NODE_1_length_251968_cov_7.957084_201,GH1(7-467),GH1(66),GH1,3,CM1_51C_S207
NODE_1_length_251968_cov_7.957084_7,GH109(1-149),-,-,1,CM1_51C_S207
NODE_1_length_251968_cov_7.957084_81,GH1(3-459),-,GH1,2,CM1_51C_S207
NODE_20_length_90927_cov_8.013414_24,GH1(9-488),GH1(45),GH1,3,CM1_51C_S207
NODE_20_length_90927_cov_8.013414_56,CBM66(237-391)+GH32(524-831)+CBM66(1094-1257),GH32(3)+CBM38(1)+CBM66(1),CBM66+GH32,3,CM1_51C_S207
NODE_20_length_90927_cov_8.013414_59,GH170(3-359),-,GH170,2,CM1_51C_S207
NODE_21_length_90013_cov_8.416383_20,GH1(6-257),GH1(48),-,2,CM1_51C_S207
NODE_21_length_90013_cov_8.416383_62,GT14(3-256),-,GT0,2,CM1_51C_S207
NODE_22_length_88761_cov_8.015446_25,GH1(1-476),GH1(1),GH1,3,CM1_51C_S207
NODE_22_length_88761_cov_8.015446_79,GH13_20(34-324),GH13(61),GH13,3,CM1_51C_S207
NODE_24_length_81591_cov_10.020991_19,GH1(7-480),GH1(2),GH1,3,CM1_51C_S207
NODE_24_length_81591_cov_10.020991_46,CE4(44-150),CE4(84),CE4,3,CM1_51C_S207
NODE_24_length_81591_cov_10.020991_51,GH13_29(25-368),GH13(3),GH13_29,3,CM1_51C_S207
NODE_24_length_81591_cov_10.020991_75,GH1(7-477),GH1(11),GH1,3,CM1_51C_S207
NODE_25_length_77110_cov_7.239845_12,GH25(6-181),GH25(88),GH25,3,CM1_51C_S207
NODE_25_length_77110_cov_7.239845_30,GT4(207-351),GT4(55),GT4,3,CM1_51C_S207
NODE_25_length_77110_cov_7.239845_32,GT4(164-312),GT4(42),GT4,3,CM1_51C_S207
NODE_25_length_77110_cov_7.239845_40,CE4(235-362),-,CE4,2,CM1_51C_S207
NODE_25_length_77110_cov_7.239845_66,CE1(83-248),-,-,1,CM1_51C_S207
NODE_25_length_77110_cov_7.239845_68,CE4(243-359),CE4(93),CE4,3,CM1_51C_S207
NODE_26_length_72787_cov_7.567892_1,CE4(241-356),CE4(67),CE4,3,CM1_51C_S207
NODE_26_length_72787_cov_7.567892_41,GH112(6-720),GH112(1),GH112,3,CM1_51C_S207
NODE_28_length_70838_cov_7.365912_17,GH4(7-187),GH4(1),GH4,3,CM1_51C_S207
NODE_28_length_70838_cov_7.365912_2,GH73(288-404),-,GH73,2,CM1_51C_S207
NODE_28_length_70838_cov_7.365912_50,GH1(3-458),GH1(1),GH1,3,CM1_51C_S207
NODE_28_length_70838_cov_7.365912_64,CE6(54-145),CE6(2),CE0,3,CM1_51C_S207
NODE_2_length_188432_cov_8.856616_124,GH1(3-466),GH1(19),GH1,3,CM1_51C_S207
NODE_2_length_188432_cov_8.856616_37,GT5(3-475),GT5(26),GT5,3,CM1_51C_S207
NODE_30_length_65240_cov_8.129943_17,GH32(9-308),GH32(38)+CBM38(7),GH32,3,CM1_51C_S207
NODE_31_length_59063_cov_6.522821_13,GH109(2-165),-,-,1,CM1_51C_S207
NODE_31_length_59063_cov_6.522821_34,CE1(14-249),-,-,1,CM1_51C_S207
NODE_31_length_59063_cov_6.522821_52,GT51(45-213),GT51(58),GT51,3,CM1_51C_S207
NODE_32_length_54215_cov_9.649571_13,GH1(3-471),-,GH1,2,CM1_51C_S207
NODE_33_length_53992_cov_9.108176_35,GH4(4-181),GH4(14),GH4,3,CM1_51C_S207
NODE_33_length_53992_cov_9.108176_38,CE9(6-369),CE9(63),CE9,3,CM1_51C_S207
NODE_33_length_53992_cov_9.108176_49,CE4(240-369),CE4(67),CE4,3,CM1_51C_S207
NODE_3_length_182972_cov_9.938451_104,GH43_24(22-267),GH43(91),GH43_24,3,CM1_51C_S207
NODE_3_length_182972_cov_9.938451_130,GH4(6-183),GH4(2),GH4,3,CM1_51C_S207
NODE_3_length_182972_cov_9.938451_182,GH170(3-340),-,GH170,2,CM1_51C_S207
NODE_3_length_182972_cov_9.938451_79,CE9(6-365),-,CE9,2,CM1_51C_S207
NODE_3_length_182972_cov_9.938451_82,GT51(50-221),GT51(13),GT51,3,CM1_51C_S207
NODE_40_length_43779_cov_8.734491_1,GH1(5-480),GH1(11),GH1,3,CM1_51C_S207
NODE_44_length_40363_cov_10.604111_35,GH38(5-277),-,GH38,2,CM1_51C_S207
NODE_49_length_28180_cov_10.533169_19,GT2_Glycos_transf_2(7-138),-,GT2,2,CM1_51C_S207
NODE_49_length_28180_cov_10.533169_24,GT2_Glycos_transf_2(7-120),-,GT2,2,CM1_51C_S207
NODE_49_length_28180_cov_10.533169_27,GT4(226-375),-,GT4,2,CM1_51C_S207
NODE_4_length_177331_cov_6.913540_165,GT51(309-503),-,GT51,2,CM1_51C_S207
NODE_4_length_177331_cov_6.913540_167,GT51(73-270),-,GT51,2,CM1_51C_S207
NODE_4_length_177331_cov_6.913540_3,GH1(2-470),GH1(1),GH1,3,CM1_51C_S207
NODE_4_length_177331_cov_6.913540_65,GH1(5-486),GH1(1),GH1,3,CM1_51C_S207
NODE_58_length_18526_cov_9.817273_6,GH1(3-456),GH1(6),GH1,3,CM1_51C_S207
NODE_58_length_18526_cov_9.817273_8,GH38(3-254),GH38(10),GH38,3,CM1_51C_S207
NODE_61_length_15536_cov_7.113051_13,GH77(9-469),GH77(5),GH77,3,CM1_51C_S207
NODE_61_length_15536_cov_7.113051_14,GT35(81-751),GT35(1),GT35,3,CM1_51C_S207
NODE_6_length_159694_cov_9.720005_103,GH109(2-174),-,-,1,CM1_51C_S207
NODE_6_length_159694_cov_9.720005_108,GT4(195-335),-,GT4,2,CM1_51C_S207
NODE_7_length_146497_cov_9.828141_25,GH73(287-401),GH73(56),GH73,3,CM1_51C_S207
NODE_8_length_143314_cov_8.302053_38,GH112(6-717),GH112(1),GH112,3,CM1_51C_S207
NODE_9_length_140032_cov_10.237754_116,GH1(4-483),GH1(11),GH1,3,CM1_51C_S207
NODE_9_length_140032_cov_10.237754_26,GH1(2-486),GH1(1),GH1,3,CM1_51C_S207
NODE_9_length_140032_cov_10.237754_28,GH1(2-391),-,GH1,2,CM1_51C_S207
NODE_9_length_140032_cov_10.237754_72,GH1(2-458),GH1(11),GH1,3,CM1_51C_S207
NODE_10_length_138520_cov_9.159286_125,-,GH0(66),-,1,CM1_51C_S207
NODE_32_length_54215_cov_9.649571_49,-,GH23(34),GH23,2,CM1_51C_S207
NODE_18_length_93239_cov_11.023874_12,-,GH23(34),GH23,2,CM1_51C_S207
NODE_69_length_11200_cov_9.685000_10,-,GH23(34),GH23,2,CM1_51C_S207
NODE_65_length_13861_cov_7.332532_14,-,GH23(34),GH23,2,CM1_51C_S207
NODE_41_length_42885_cov_7.962510_29,-,GH23(34),GH23,2,CM1_51C_S207
NODE_3_length_182972_cov_9.938451_81,-,GH23(192),-,1,CM1_51C_S207
NODE_30_length_65240_cov_8.129943_16,-,GH32(46),-,1,CM1_51C_S207
NODE_23_length_85875_cov_6.904499_32,-,GH38(8),-,1,CM1_51C_S207
